"id","name","url","address.streetAddress","address.addressLocality","address.addressRegion","address.postalCode","geo.latitude","geo.longitude","telephone","faxNumber","email"
"254173","BOTCHEV, LLC","http://www.botnickchevy.com","179-83 FRONT ST","BINGHAMTON","NY","13905-3103",42.1023,-75.9166,"(607) 723-8971","(607) 723-8988",
"05644","Courtesy Motors Auto Center, Inc.","www.courtesy.mercedesdealer.com","2520 Cohasset Road","Chico","CA","95973",39.762229,-121.843466,"(530) 893-1300","(530) 893-0928",
"04695","Tom Wood Ford","http://www.indyforddirect.com","3130 East 96th Street","Indianapolis","IN","46240","39.927926","-86.113539","(317) 846-4241","(317) 571-1697",
"30460","BMW Mt. Kisco","http://www.bmwmtkisco.com","250 Kisco Ave","Mount Kisco","NY","10549-1008",41.217585,-73.7257,"(914)241-4444","(914)244-8786",
"05883","Stanley Auto Group","http://www.stanleyford-brownfield.com","1708 Lubbock Rd.","Brownfield","TX","79316","33.195699","-102.274105","(806) 637-3561","(806) 637-3244",
"TX010","Joe Myers Kia","HTTP://WWW.JOEMYERSKIA.COM","16484 Northwest Freeway","Houston","TX","77040","29.881394","-95.569581","713-937-7800",,
"2904","CAROUSEL NISSAN","http://www.carouselnissan.com/","817 HIGHWAY 1 W","IOWA CITY","IA","52246","41.646644","-91.550118","319-337-5000","319-351-5505",
"AA7YK","Traverse City Volvo","http://www.traversecityvolvo.com/","1301 S. Garfield Ave","Traverse City","I ","49686",44.74415,-85.59511,"(231) 946-5540",,"glennc@traversemotors.com"
"5356","EMPIRE LAKEWOOD NISSAN","http://www.empirelakewoodnissan.com","10345 W. COLFAX AVE","LAKEWOOD","CO","80215","39.740388","-105.113152","303-232-8881","303-237-1666",
"36322","Taylor BMW","http://www.taylorbmw.com","4180 Washington Rd","Evans","GA","30809-3086",33.523974,-82.119442,"(866)463-5572","(706)650-6756",
"401121","AutoFair Volkswagen of Nashua","http://www.autofairvolkswagenofnashua.com","717 Nh Route 101a","Merrimack","NH","03054","42.8052","-71.5451","6038214313",,
"113274","BOCKER CHEVROLET, BUICK, GMC, CADILLAC, INC.","http://www.bockerautogroup.com","801 E SOUTH ST","FREEPORT","IL","61032-9682",42.2804,-89.6035,"(815) 235-2121","(815) 235-2127",
"69161","Randall Noe Alfa Romeo FIAT","http://www.fiatusaoftyler.com","3916 S SW Loop 323","Tyler","TX","75701-9234",32.3071,-95.3378,"9035618824",,
"60557","Scott Robinson Chrysler Dodge Jeep Ram","http://www.scottrobinsonchryslerdodgejeepram.com","20900 Hawthorne Blvd","Torrance","CA","90503-4612",33.8401,-118.3536,"3105420900",,
"45080","First Team Toyota","http://www.firstteamtoyota.com","3400 Western Branch Boulevard","Chesapeake","VA","23321",36.865516,-76.415769,"7576732345","7576732075",
"119166","GROSSINGER AUTOPLEX","http://www.grossingerautoplex.net","6900 MCCORMICK BLVD.","LINCOLNWOOD","IL","60712-2775",42.0071,-87.7123,"(847) 675-8300","(847) 674-9097",
"4501448","Porsche of Charlottesville","http://charlottesville.porschedealer.com","1313 Richmond Road","Charlottesville","Virginia","22911",,,"434-296-4147",,
"111154","DON MALLON CHEVROLET","http://www.donmallon.net","774 W THAMES ST","NORWICH","CT","06360-7028",41.49638,-72.0983,"(860) 889-3333","(860) 889-2684",
"45492","Desert Sun Chrysler Jeep Dodge","http://www.desertsunchryslerjeepdodge.com","1309 SE Main St","Roswell","NM","88203-5503",33.378,-104.5217,"5756223180",,
"02616","Dick Scott Ford Inc","http://www.dickscottfordinc.com","401 North Sherman","Mexia","TX","76667","31.682931","-96.483951","(800) 725-5582","(254) 562-3740",
"FL076","Kia Of Vero Beach","HTTP://WWW.KIAOFVEROBEACH.COM","1105 U.S. Highway 1 South","Vero Beach","FL","32962","27.582406","-80.376957","772-569-8000",,
"3079","JIM M'LADY NISSAN","http://www.mlady.com/","5656 NORTHWEST HWY","CRYSTAL LAKE","IL","60014","42.2262","-88.30754","815-459-2288","815-477-1558",
"406429","Volkswagen of Langhorne","http://www.vwoflanghorne.com","1862 E Lincoln Hwy","Langhorne","PA","19047","40.1757","-74.8868","8665786331",,
"173025","MARTIN CHEVROLET","http://www.martinchevrolet.com","23505 HAWTHORNE BLVD","TORRANCE","CA","90505-4739",33.8123,-118.3513,"(310) 378-0211","(310) 698-5604",
"184883","RED HOLMAN BUICK GMC","http://www.redholman.com","35100 FORD RD","WESTLAND","MI","48185-3173",42.3244,-83.3878,"(734) 721-1144","(734) 721-5539",
"60568","Lia Chrysler Jeep Dodge Ram","http://www.liachryslerdodgejeepram.com","2116 Central Ave","Schenectady","NY","12304-4469",42.7556,-73.8762,"5185793300",,
"26252","Kahlo Chrysler Jeep Dodge","http://www.hellokahlo.com","9900 Pleasant St","Noblesville","IN","46060-3940",40.0395,-85.9897,"3177736363",,
"57424","Cascade Auto","http://www.cascadeautochryslerdodgejeep.com","118 S Main St.","Cascade","ID","83611-0716",44.5154,-116.0414,"2083824224",,
"45328","Max Chrysler Jeep Dodge","http://www.chrysler.com//hostc/fad/moreDealerInfo.do?dealerCode=45328","1108 W Fort Scott St","Butler","MO","64730-1209",38.2571,-94.357,"6606796567",,
"119124","CAPITAL CADILLAC","http://www.capitalcadillac.com","2210 COBB PKWY SE","SMYRNA","GA","30080-7631",33.8991,-84.4844,"(770) 952-2277","(770) 989-8439",
"04180","Mooresville Ford","http://www.mooresvillefordofnc.com","151 East Plaza Dr.","Mooresville","NC","28115","35.588622","-80.833602","(704) 664-1300","(704) 664-2586",
"119293","MARTY'S BUICK GMC","http://www.martysbuickgmc.com","5 INDEPENDENCE MALL WAY","KINGSTON","MA","02364-3023",41.9741,-70.7122,"(781) 585-7570","(781) 585-3588",
"119121","HENNESSY CADILLAC","http://www.hennessycadillac.com","3377 SATELLITE BLVD","DULUTH","GA","30096-4642",33.9653,-84.1281,"(770) 680-7000","(770) 680-6544",
"44221","Lone Star Mitsubishi","WWW.LONESTARMITSUBISHI.NET","8821 I.H. 35 SOUTH","SAN ANTONIO","TX","78211",29.338997,-98.56329,"(210)821-1600","(210)821-1601",
"68807","Performance Chrysler Jeep Dodge","http://www.performancechryslerjeepdodgenebraska.com","7010 South 124th Circle","La Vista","NE","68128-5600",41.1893,-96.1085,"8884176207",,
"TX158","RON CARTER HYUNDAI","www.roncarterhoustonhyundai.com","18100 GULF FREEWAY SOUTH","FRIENDSWOOD","TX","77546",29.557197,-95.158959,"281-283-7000","281-283-7180",
"403A32","Audi Sylvania","www.sylvaniaaudi.com","5570 Monroe St","Sylvania","OH","43560",41.7078,-83.6689,"4198855111",,
"231138","NEWBERRY FAMILY AUTO LLC","http://www.newberrychevrolet.com","892 N HIGHWAY 14","HARPER","KS","67058-8024",37.2775,-98.0389,"(316) 896-7344","(620) 896-7163",
"ADX4P","Roger Beasley Volvo of Georgetown","http://www.volvoofgeorgetowntx.com","7501 South IH 35","Georgetown","X ","78626",30.57924,-97.69189,"(512) 930-2111",,"volvo@volvogeorgetown.com"
"26010","Ron Carter Chrysler Jeep Dodge","http://www.roncarterchryslerjeep.com","3005 Fm 528 Rd","Alvin","TX","77511-8837",29.4501,-95.2371,"2813318111",,
"09467","Fox Ford Lincoln of Cadillac","http://www.FoxLincolnofCadillac.net","1450 North Mitchell Street","Cadillac","MI","49601","44.271628","-85.406514","(231) 775-3448","(231) 775-0195",
"69091","Holt Alfa Romeo FIAT Fort Worth","http://www.fiatusaofftworth.com","400 W Loop 820 S","Fort Worth","TX","76108-2679",32.7552,-97.4794,"8173671033",,
"01285","Zeisloft Bros. Ford-Lincoln of Berwick","http://www.ZeisloftBrosLincolnofBerwick.com","1120 West Front Street","Berwick","PA","18603","41.049915","-76.250859","(570) 752-2797","(570) 752-3126",
"12314","Southern Lincoln Lynnhaven","http://www.southernlincolnlynnhaven.net","2375 Virginia Beach Blvd","Virginia Beach","VA","23454","36.841808","-76.051663","(757) 340-0800","(757) 486-4468",
"119019","CRESTVIEW CADILLAC, INC.","http://www.crestviewcadillac.com","555 S ROCHESTER RD","ROCHESTER HILLS","MI","48307-2734",42.6732,-83.133,"(248) 656-9500","(248) 656-9507",
"18016","Swope Mitsubishi",,"253 SOUTH DIXIE BLVD.","RADCLIFF","KY","40160-0000",37.8376,-85.936264,"(270)351-2181","(270)351-4170",
"406502","Fairfield Volkswagen","http://www.fairfieldvw.com","5071 Lycoming Mall Dr.","Montoursville","PA","17754","41.2454","-76.8930","8663081886",,
"MA042","Lev Kia Of Framingham","http://WWW.LEVKIA.COM","510 Cochituate Road","Framingham","MA","01701","42.3068676","-71.393255","508-879-5555",,
"44825","Bachman Bernard Chrysler Dodge Jeep Ram","http://www.bachmanbernardchryslerdodgejeep.com","200 Bachman Drive","Greeneville","TN","37745-4263",36.1759,-82.79,"4236394111",,
"199364","EAST AURORA BUICK GMC CADILLAC LLC","http://www.gmeastaurora.com","535 MAIN ST","EAST AURORA","NY","14052-1703",42.7677,-78.6157,"(716) 652-2600","(716) 652-7977",
"10572","Hertrich's Capitol Lincoln","http://www.hertrichcapitollincoln.com","1127 South DuPont Highway","Dover","DE","19901","39.142636","-75.518547","(302) 674-8900","(302) 734-2099",
"21078","Signature Toyota","http://www.signaturetoyota.com","680 East Napier","Benton Harbor","MI","49022",42.087066,-86.442374,"2699260031","2699264836",
"05179","Mercedes-Benz of Calabasas","www.calabasas.mercedesdealer.com","24181 Calabasas Road","Calabasas","CA","91302",34.151514,-118.653951,"(877) 256-1108","(818) 223-3575",
"37118","Toyota of Washington","http://www.washingtonpatoyota.com","307 Washington Road","Washington","PA","15301",40.186486,-80.224571,"7242222213","7242295183",
"116582","JENSEN'S, INC.","http://www.jensensinc.com","218 S MAIN","FAIRVIEW","OK","73737-2099",36.267,-98.4808,"(580) 227-4455","(580) 227-3501",
"71407","LIA INFINITI","http://infinitilatham.liacars.com/","965 NEW LOUDON RD","COHOES","NY","12047","42.76799","-73.75341","518-738-0800","518-738-0888",
"03473","Montrose Motors","http://www.montrosemotors.com","56 Grow Avenue","Montrose","PA","18801","41.832885","-75.872078","(570) 278-1188","(570) 278-9168",
"08024","Breese Motor Sales Inc.","http://www.breesemotorsales.com","101 N. 4th St.","Breese","IL","62230","38.610947","-89.534286","(618) 526-2241","(618) 526-2738",
"5192","WILSON NISSAN","http://www.wilsonmotornissan.com/","328 NORTH MAIN STREET","LOGAN","UT","84321","41.7425","-111.8346","435-752-7355","435-752-8100",
"45086","Battlefield Toyota","http://www.battlefieldtoyota.com","11013 James Monroe Hwy.","Culpeper","VA","22701",38.458019,-78.047039,"5405473700","(540)543-2408",
"426026","Elk Grove Volkswagen","http://www.elkgrovevw.com","9776 W Stockton Blvd","Elk Grove","CA","95757","38.4042","-121.3860","8449209891",,
"PA071","PIAZZA HYUNDAI OF POTTSTOWN","www.piazzahyundaipottstown.com","84 AUTO PARK BLVD","LIMERICK","PA","19468",40.218537,-75.546868,"610-495-7070","610-495-1073","pottswebleads@piazzahyundai.com"
"26832","Nemer Chrysler Jeep Dodge Ram of Saratoga","http://www.nemerchryslerjeepdodgeramofsaratoga.com","617 Maple Ave","Saratoga Springs","NY","12866-5631",43.1178,-73.7695,"5182133631",,
"20626","Braman MINI of Miami","www.bramanminiofmiami.com","2060 NE 2nd Ave","Miami","FL","33137","25.796605","-80.19091","8668787788","3055711260",
"235161","DORAL BUICK GMC","http://www.doralautomotive.com","8447 NW 12TH ST","MIAMI","FL","33126-1833",25.7835,-80.3346,"(305) 436-8400","(305) 436-8851",
"119263","CAPITALAND MOTORS, INC.","http://www.capitalandgmc.com","37 SARATOGA RD","GLENVILLE","NY","12302-3411",42.8522,-73.9415,"(518) 399-9999","(518) 399-1182",
"69134","Alfa Romeo And FIAT La","http://www.fiatusaoflosangeles.com","2025 S Figueroa St","Los Angeles","CA","90007-1340",34.0322,-118.2735,"3239335501",,
"MD013","IDEAL HYUNDAI","www.idealhyundai.com","5871 URBANA PIKE","FREDERICK","MD","21701",39.3967458,-77.4063205,"301-663-3121","301-663-6260","aburtea@idealcarstrucks.com"
"06481","Hub City Ford","http://www.hubcityford.net","2909 NW Evangeline Thruway","Lafayette","LA","70507","30.283618","-92.021643","(337) 233-4500","(337) 272-4600",
"203307","COUGHLIN AUTOMOTIVE, LLC","http://www.coughlin-chevrolet.com","9000 E BROAD ST","PATASKALA","OH","43062-7879",40.0054,-82.6593,"(740) 964-9191","(740) 964-3352",
"408287","Flemington Volkswagen","http://www.flemingtonvw.com","Route 202 & 31","Flemington","NJ","08822","40.4864","-74.8634","8449209867",,
"37126","Scion of York","http://www.yorkscion.com","1885 Whiteford Road","York","PA","17402","39.983823000000001002263161353766918182373046875","-76.6857020000000062509570852853357791900634765625","(866) 981-4014",,"ScionEcom37126@toyota.com"
"42242","Classic Toyota","http://www.classictoyotatyler.com","1717 West SW Loop 323","Tyler","TX","75701",32.303669,-95.322408,"9035810600","9035094561",
"67962","Planet Dodge Chrysler Jeep","http://www.potamkinsplanetdodgechryslerjeep.com","9975 N W 12th Street","Miami","FL","33172-2762",25.7833,-80.3553,"3054708000",,
"NJ057","Gateway Kia Of North Brunswick","HTTP://WWW.KIABRUNSWICK.COM/","720 U.S. Route 1 North","North Brunswick","NJ","08902","40.464149","-74.449224","732-325-6100",,
"30039","Larry H. Miller Scion Albuquerque","http://www.scionabq.com","10401 Copper Avenue, N.E.","Albuquerque","NM","87123","35.08001399999999847523213247768580913543701171875","-106.531891999999999143255990929901599884033203125","(888) 377-2401",,"ScionEcom30039@toyota.com"
"112141","CHAMPION CHEVROLET","http://www.championchevroletreno.com","800 KIETZKE","RENO","NV","89502-2095",39.519,-119.7879,"(775) 786-3111","(775) 786-4397",
"68551","Moore Chrysler","http://www.moorechrysler.net","1523 West 3rd Ave","Williamson","WV","25661-3407",37.6741,-82.2921,"3042358040",,
"401080","Boston Volkswagen","http://www.bostonvw.com","43 N Beacon St","Watertown","MA","02472","42.3647","-71.1818","8664309082",,
"71213","FLEMINGTON INFINITI","http://FLEMINGTONINFINITI.COM","204 HIGHWAY 202/31 NORTH","FLEMINGTON","NJ","08822","40.4869","-74.862999","908-782-6868","908-788-5124",
"j5768","Jaguar of Tampa","www.jaguaroftampa.net","320 E Fletcher Ave","Tampa","FL","33612-3409","28.06936","-82.45665","8774666970",,
"114257","PIPPEN MOTOR COMPANY","http://www.pippenmotorcompany.com","1300 W PANOLA ST","CARTHAGE","TX","75633-2346",32.1578,-94.3533,"(903) 693-6691","(903) 693-2540",
"29069","Shore Scion","http://www.shorescion.com","4236 Black Horse Pike","Mays Landing","NJ","08330","39.44389000000000322643245453946292400360107421875","-74.627520000000004074536263942718505859375","(888) 314-5031",,"ScionEcom29069@toyota.com"
"75563","Mercedes-Benz of Laredo","www.laredo.mercedesdealer.com","6912 Bob Bullock Loop","Laredo","TX","78041",27.5572153,-99.4479317,"(956) 722-5182","(956) 722-1988",
"44545","Good Brothers Dodge","http://www.goodbrothersdodge.net","577 Columbian Street","South Weymouth","MA","02190-1131",42.1844,-70.9741,"7813318300",,
"06380","Dorsch Ford Lincoln","http://www.DorschLincoln.com","2641 Eaton Road","Green Bay","WI","54311","44.465286","-87.951113","(877) 702-3071","(920) 469-3665",
"05917","Fremont Ford","http://www.fremontforddirect.com","39700 Balentine Drive","Newark","CA","94560","37.524025","-121.994540","(888) 244-9105","(510) 656-1520",
"69080","Champion FIAT","http://www.fiatusaofdowney.com","9715 Firestone Blvd","Downey","CA","90241-5509",33.9282,-118.1096,"5628623993",,
"59215","Mercedes-Benz of Winston-Salem","www.salem.mercedesdealer.com","691 Jonestown Road","Winston-Salem","NC","27114",36.069475,-80.340141,"(336) 760-4580","(336) 659-5647",
"407D08","Audi Nashville","www.audinashville.com","1576 Mallory Ln","Brentwood","TN","37027",35.9763,-86.8064,"6153851900",,
"117204","TIM MARTIN BUICK GMC","http://www.martinbuickgmc.com","2303 N OAK RD","PLYMOUTH","IN","46563-3437",41.3625,-86.329,"(574) 936-5590","(574) 936-9349",
"116620","DON DAVIS CHEVROLET BUICK GMC","http://www.dondavisbaycity.com","5020 SEVENTH ST","BAY CITY","TX","77414-8705",28.9902,-95.9268,"(979) 245-6391","(979) 245-2152",
"400099","Brown's Manassas Subaru","http://www.browns-manassas.subaru.com","9018 Liberia Ave","Manassas","VA","20110","38.76028","-77.45762","7033615866",,
"09035","Yankee Ford Sales","http://www.yankeefordsales.com","165 Waterman Drive","South Portland","ME","04106","43.637820","-70.256612","(207) 799-5591","",
"11358","Berglund Luxury Auto","http://www.berglundlincolnoflynchburg.com","2643 Lakeside Drive","Lynchburg","VA","24501","37.395063","-79.231349",,,
"191474","FAIRFIELD CHEVROLET-CADILLAC","http://www.chevrolet-autos.com","400 NORTH DERR DRIVE","LEWISBURG","PA","17837-1021",40.9664,-76.8928,"(570) 524-2296","(570) 524-5598",
"41062","Peppers Toyota","http://www.pepperstoyota.com","2400 East Wood Street","Paris","TN","38242",36.319218,-88.280779,"7316423900","7316421540",
"113068","TYRRELL-DOYLE CHEVROLET COMPANY","http://www.chevywyoming.com","2142 W LINCOLNWAY","CHEYENNE","WY","82001-3317",41.1235,-104.8386,"(307) 634-2540","(307) 634-2595",
"37077","Performance Motors Toyota","http://www.performancetoyotapa.com","4681 Penn Avenue","Sinking Spring","PA","19608",40.326745,-76.041649,"6106783425","6106788020",
"44264","Spartanburg Chrysler Dodge Jeep","http://www.spartanburgchryslerdodgejeep.com","1035 North Church St Ext","Spartanburg","SC","29303-2714",34.9739,-81.9419,"8645802400",,
"71230","STEVEN INFINITI","http://www.steveninfiniti.com/","11213 E KELLOGG DR","WICHITA","KS","67207","37.679199","-97.207703","316-652-0088","316-681-1158",
"5095","SMITH NISSAN","http://smithnissan.com/","6520 AUTO PARK DRIVE","FORT SMITH","AR","72908","35.302422","-94.393087","479-648-1900","479-649-7181",
"45588","Classic Chrysler Jeep Dodge Ram","http://www.classicchryslerdodgejeepram.com","306 N Oak Forest Rd","Goldsboro","NC","27534-8348",35.3721,-77.9295,"9199888301",,
"200862","BIG COUNTRY CHEVROLET, INC.","http://www.bigcountrychevy.com","109 MAIN ST","HEMINGWAY","SC","29554-6679",33.7465,-79.4483,"(843) 558-2571",,
"09740","Stamford Ford Lincoln","http://www.stamfordlincoln.net","212 Magee Avenue","Stamford","CT","06902","41.043363","-73.526700","(203) 357-0357","(203) 965-8912",
"66262","Suburban Chrysler Dodge Jeep Ram of Farmington Hills","http://www.suburbanchryslerdodgejeepramoffarmingtonhills.com","38123 West Ten Mile Road","Farmington Hills","MI","48335-2803",42.4683,-83.4238,"2484767900",,
"16061","Frankfort Scion","http://www.frankfortscion.com","1001 U.S. 421 South","Frankfort","KY","40601","38.1881029999999981328073772601783275604248046875","-84.81850900000000592626747675240039825439453125","(877) 392-7527",,"ScionEcom16061@toyota.com"
"16043","Expressway Mitsubishi","WWW.EXPRESSWAYMITSUBISHI.COM","5511 EAST INDIANA STREET","EVANSVILLE","IN","47715",37.977573,-87.48475,"(812)437-9700","(812)437-6938",
"040585","Subaru of Kennesaw","http://www.kennesaw.subaru.com","905 Ernest Barrett Pkwy NW","Kennesaw","GA","30144","34.002792","-84.579258","7704199800",,
"08532","Dick's MacKenzie Ford","http://www.mackenziemotors.com","4151 S. E. Tualatin Valley Hwy","Hillsboro","OR","97123","45.502370","-122.940699","(800) 783-0863","(503) 640-2709",
"406A29","Wyoming Valley Audi","www.wyomingvalleyaudi.com","126 Narrows Rd. Rte.Ll","Kingston","PA","18704",41.2494,-75.9181,"5702887411",,
"5262","CLAY COOLEY NISSAN","http://www.nissandallas.claycooley.com/index.htm","39690 LBJ FREEWAY","DALLAS","TX","75237","32.647154","-96.862987","972-709-2000","817-375-4595",
"3394","ROUND ROCK NISSAN","http://www.roundrocknissan.net","3050 N IH 35","ROUND ROCK","TX","78681","30.54297","-97.692702","512-244-8500","512-244-8518",
"419116","Twin Falls Volkswagen","http://www.twinfallsvw.com","1534 Blue Lakes Blvd N","Twin Falls","ID","83301","42.5891","-114.4600","2084205354",,
"44224","Reagor-Dykes Mitsubishi Lubbock","WWW.REAGORDYKESMITSUBISHILUBBOCK.COM","6540 82ND STREET","LUBBOCK","TX","79424",33.519756,-101.95984,"(806)794-4040","(806)771-5728",
"AR028","CRAIN HYUNDAI LITTLE ROCK","www.crainhyundai.com","11701 COLONEL GLENN ROAD","LITTLE ROCK","AR","72210",34.71129,-92.40537,"501-604-1500","501-604-1552","markmadison@contactdealer.com"
"60930","Lexus of Clearwater","http://www.lexusofclearwater.com","27547 U.S. Highway 19 N.","Clearwater","FL","33761",28.0226,-82.7378,"727.231.1443","(727) 669-6602","pearceg@autonation.com"
"00348","Riverside Ford Lincoln, Inc.","http://www.riversidemacon.com","2089 Riverside Drive","Macon","GA","31204","32.857100","-83.646055","(478) 464-2900","(478) 752-7855",
"43272","Dodge Chrysler Jeep City","http://www.dodgechryslerjeepcity.net","4395 Route 130 S","Burlington","NJ","08016-2249",40.0582,-74.8858,"6098712800",,
"06534","Estabrook Motor Co Inc","http://www.estabrookford.net","3689 14th Street","Pascagoula","MS","39567","30.373778","-88.539155","(228) 762-2641","(228) 769-7430",
"07874","Auburn Ford","http://www.auburnford.net","1650 Grass Valley Hwy","Auburn","CA","95603","38.926799","-121.086222","(888) 823-6591","(530) 823-1535",
"62004","Herb Chambers Lexus","http://www.herbchamberslexus.com","25 Providence Highway","Sharon","MA","02067",42.13615,-71.22169,"888.557.6942","(508) 668-7404","dslxn@herbchambers.com"
"31142","Steet Scion","http://www.steetscion.com","4991 Commercial Drive","Yorkville","NY","13495","43.10518799999999828287400305271148681640625","-75.2970470000000062782419263385236263275146484375","(888) 523-8953",,"ScionEcom31142@toyota.com"
"111667","LICHTSINN MOTORS, INC.","http://www.iowagmdealer.com","826 HWY 69 N","FOREST CITY","IA","50436-1072",43.2692,-93.6329,"(641) 585-3213","(641) 585-5758",
"44928","Tanner Chrysler Products","http://www.tannerchryslerproducts.com","85 East Pendelton Street","Stanton","KY","40380-2341",37.8404,-83.8566,"6066632856",,
"17071","Supreme Scion of Hammond","http://www.supremescion.com","1415 South Morrison Blvd","Hammond","LA","70403","30.4863849999999985129761626012623310089111328125","-90.4826240000000012742020771838724613189697265625","(877) 445-1517",,"Scioninternet@supremetoyota.com"
"04406","Bowden Ford Co.","http://www.bowdenford.com","1300 E Main Street","Alice","TX","78332","27.754906","-98.058922","(361) 664-9541","(361) 664-9541",
"275024","LAFONTAINE BUICK GMC OF ANN ARBOR, INC.","http://www.lafontainebuickgmcannarbor.com","500 AUTO MALL DRIVE","ANN ARBOR","MI","48103-1811",42.2854,-83.8116,"(734) 769-1200","(734) 769-4991",
"07324","Performance Ford Lincoln Bountiful","http://www.performancefordbountiful.net","1800 South Main","Bountiful","UT","84010","40.870900","-111.889000","(801) 292-4433","(801) 292-4581",
"OH068","COUGHLIN HYUNDAI","WWW.COUGHLINHYUNDAIOFHEATH.COM","2300 HEBRON ROAD","HEATH","OH","43056",39.9933501,-82.4745817,"740-928-9000","741-929-3800","mattdillon@coughlincars.com"
"60581","Larry H. Miller Chrysler Jeep Dodge Ram Surprise","http://www.larrymillerchryslerjeepdodgeram.com","13165 N. Autoshow Ave.","Surprise","AZ","85388-5089",33.603,-112.421,"6235375000",,
"030315","Gateway Subaru","http://www.gateway.subaru.com","30275 Winner Blvd","Delmar","MD","21875","38.425832","-75.564497","4108963800",,
"5314","MADISONVILLE FORD-NISSAN","http://www.madisonvillenissan.com","1801 LANTAFF BLVD","MADISONVILLE","KY","42431","37.352172","-87.489405","270-821-4100","270-821-0962",
"19052","Fitzgerald's Lakeforest Toyota","http://www.lakeforesttoyota.com","907 N. Frederick Avenue","Gaithersburg","MD","20879",39.157317,-77.216917,"3019210300","3015484825",
"08464","Crown Ford of Hoopeston","http://www.crown-ford.net","623 So. Dixie Highway","Hoopeston","IL","60942","40.460830","-87.687530","(217) 283-7729","(217) 283-7128",
"05154","W.I. Simonson, Inc.","www.simonson.mercedesdealer.com","1626 Wilshire Blvd.","Santa Monica","CA","90403",34.028515,-118.486747,"(310) 829-4511","(310) 453-9170",
"04875","Rountree Moore Inc","http://www.RountreeMooreLincoln.net","2588 West US HWY 90","Lake City","FL","32055","30.178712","-82.674678","(386) 755-0630","(386) 755-0119",
"111323","CARROLL-REHMA MOTORS, INC.","http://www.countrymiledeals.com","317 WEST MAIN STREET","LINN","MO","65051-2542",38.4915,-91.8561,"(573) 897-2254","(573) 897-3972",
"132623","COLE CHEVROLET, INC.","http://www.colechevrolet.com","1325 YELLOWSTONE","POCATELLO","ID","83201-4315",42.9002,-112.4507,"(208) 237-2438","(208) 238-3313",
"08932","AutoFair Ford, LP","http://www.autofairfordinc.com","1475 S Willow Street","Manchester","NH","03103","42.955176","-71.436081","(866) 499-5616","(603) 634-0791",
"50000","JMK BMW","http://www.jmkbmw.com","391 US Highway 22","Springfield","NJ","07081-3511",40.684509,-74.334544,"(973)379-7744","(973)379-3896",
"03034","Colonial Ford, Inc.","http://www.colonialfordsales.net","147 Samoset Street","Plymouth","MA","02360","41.952706","-70.687499","(508) 746-3400","(508) 747-1419",
"04143","City Toyota","http://www.citytoyota.com","255 San Pedro Road","Daly City","CA","94014",37.686383,-122.469427,"6507555500","6507569634",
"03839","Billingsley Ford Lincoln of Duncan","http://www.billingsleyfordduncan.com","3505 North Highway 81","Duncan","OK","73533","34.545556","-97.966929","(800) 850-5501","(580) 255-0440",
"AA7XQ","Volvo of the Triad","http://www.volvoofthetriad.com","701 Peters Creek Parkway","Winston Salem","  ","27103",36.0819778,-80.25759,"(336) 723-4111",,"sales@volvoofthetriad.com"
"05456","Cook Ford, Inc.","http://www.cookfordcraig.com","801 West Victory Way","Craig","CO","81625","40.514244","-107.557489","(970) 824-9441","(970) 824-2205",
"114941","COLONIAL SOUTH CHEVROLET, INC.","http://www.colonialsouthchevy.com","361 STATE ROAD  ROUTE 6","NORTH DARTMOUTH","MA","02747-4313",41.6397,-70.99239,"(508) 996-6266","(508) 999-1854",
"05737","Downtown LA Motors","www.los-angeles.mercedesdealer.com","1801 South Figueroa Street","Los Angeles","CA","90015",34.03543,-118.271401,"1-888-335-6073","1-213-746-2542",
"04544","Red McCombs Ford","http://www.saford2.com","8333 IH-10 West","San Antonio","TX","78230","29.516150","-98.552990","(800) 481-9046","(210) 349-5850",
"70487","JACKIE COOPER INFINITI","http://www.jackiecooperinfiniti.com/","9393 S MEMORIAL DR","TULSA","OK","74133","36.027508","-95.886246","918-249-9393","918-362-1360",
"251473","Ball Acura","http://www.ballacura.com","2001 National City Blvd","National City","CA","91950-6501",32.665478,-117.10287,"(619) 474-6431","6193366914","jsmith@ballauto.com"
"19042","Brown's Scion of Glen Burnie","http://www.scionofglenburnie.com","7167 Ritchie Highway","Glen Burnie","MD","21061","39.176063999999996667611412703990936279296875","-76.616771999999997433405951596796512603759765625","(877) 468-3180",,"ScionEcom19042@toyota.com"
"159204","COLUMBIA CHEVROLET","http://www.columbiachev.com","9750 MONTGOMERY RD","MONTGOMERY","OH","45242-7208",39.23305,-84.35149,"(513) 891-7200","(513) 985-3511",
"115768","WOY BROTHERS, INC.","http://www.woybros.com","10674 SOMERSET PIKE","SOMERSET","PA","15501-7353",40.0706,-79.0801,"(814) 445-9474","(814) 445-8677",
"45338","John L. Sullivan Chrysler Dodge Jeep Ram","http://www.johnlsullivandodgechrysler.com","950 Harter Parkway","Yuba City","CA","95993-9457",39.1415,-121.6553,"5307426406",,
"040833","North Park Subaru","http://www.northpark-tx.subaru.com","9807 San Pedro Ave","San Antonio","TX","78216","29.529751","-98.498337","2103080200",,
"3212","NISSAN WORLD OF DENVILLE","http://www.denvillenissan.com","3057 ROUTE 10","DENVILLE","NJ","07834","40.872637","-74.52629","973-442-0500","973-442-1017",
